SubjectId,TargetSystem,RR-Without,RR-With
Subj001,FreeCol,0,250,1,000
Subj002,FreeCol,0,056,1,000
Subj003,FreeCol,0,500,0,500
Subj004,FreeCol,0,250,1,000
Subj005,FreeCol,0,048,1,000
Subj006,FreeCol,0,500,0,500
Subj007,FreeCol,0,021,0,091
Subj008,FreeCol,0,011,0,042
Subj009,FreeCol,1,000,1,000
Subj010,FreeCol,0,005,0,091
Subj011,FreeCol,1,000,1,000
Subj012,FreeCol,0,024,0,012
Subj013,FreeCol,0,071,1,000
Subj014,FreeCol,0,100,0,053
Subj015,FreeCol,0,059,0,167
Subj016,FreeCol,0,100,0,045
Subj017,FreeCol,0,003,0,010
Subj018,FreeCol,0,000,0,000
Subj019,FreeCol,0,250,1,000
Subj020,FreeCol,0,000,0,000
Subj021,FreeCol,0,250,1,000
Subj022,FreeCol,0,000,0,083
Subj023,FreeCol,0,000,0,091
Subj024,FreeCol,0,000,0,500
Subj025,FreeCol,0,000,0,250
Subj026,FreeCol,0,000,0,036
Subj027,FreeCol,0,000,0,500
Subj028,FreeCol,0,013,0,011
Subj029,FreeCol,0,017,0,016
Subj030,FreeCol,0,042,0,056
Subj031,FreeCol,0,008,0,007
Subj032,FreeCol,0,077,0,125
Subj033,FreeCol,0,167,0,167
Subj034,FreeCol,1,000,1,000
Subj035,FreeCol,0,000,0,071
Subj036,FreeCol,0,000,0,071
Subj037,FreeCol,0,000,0,042
Subj038,FreeCol,0,083,0,125
Subj039,FreeCol,0,167,0,167
Subj040,FreeCol,0,000,0,333
Subj041,FreeCol,0,000,0,200
Subj042,FreeCol,0,000,1,000
Subj043,FreeCol,0,000,0,200
Subj044,FreeCol,0,000,0,500
Subj045,FreeCol,0,000,1,000
Subj046,FreeCol,0,000,0,200
Subj047,FreeCol,0,000,0,250
Subj048,FreeCol,0,000,0,200
Subj049,FreeCol,0,000,0,111
Subj050,FreeCol,0,000,0,125
Subj051,FreeCol,0,000,0,200
Subj052,FreeCol,0,000,0,333
Subj053,FreeCol,1,000,1,000
Subj054,FreeCol,0,000,0,500
Subj055,FreeCol,0,038,0,042
Subj056,FreeCol,1,000,0,250
Subj057,FreeCol,0,000,0,008
Subj058,FreeCol,0,037,0,200
Subj059,FreeCol,0,200,0,250
Subj060,FreeCol,0,000,1,000
Subj061,FreeCol,0,000,1,000
Subj062,FreeCol,0,000,1,000
Subj063,FreeCol,1,000,1,000
Subj064,FreeCol,0,500,1,000
Subj065,FreeCol,0,000,1,000
Subj066,FreeCol,1,000,1,000
Subj067,FreeCol,0,000,0,333
Subj068,FreeCol,0,000,0,250
Subj069,FreeCol,0,000,1,000
Subj070,FreeCol,0,000,0,200
Subj071,FreeCol,0,000,0,500
Subj072,FreeCol,0,000,0,500
Subj073,FreeCol,0,000,0,001
Subj074,FreeCol,0,040,0,003
Subj075,FreeCol,0,023,0,003
Subj076,FreeCol,0,001,0,000
Subj077,FreeCol,0,026,0,003
Subj078,FreeCol,0,000,0,012
Subj079,FreeCol,0,000,0,012
Subj080,FreeCol,0,000,0,012
Subj081,FreeCol,0,000,0,500
Subj082,FreeCol,0,000,0,500
Subj083,FreeCol,0,000,0,250
Subj084,FreeCol,0,000,0,250
Subj085,FreeCol,0,000,0,500
Subj086,FreeCol,0,000,0,167
Subj087,FreeCol,0,000,0,333
Subj088,FreeCol,0,000,0,029
Subj089,FreeCol,1,000,1,000
Subj090,FreeCol,1,000,1,000
Subj091,FreeCol,0,000,0,022
Subj092,FreeCol,0,000,0,022
Subj093,FreeCol,0,000,0,043
Subj094,FreeCol,0,500,0,167
Subj095,FreeCol,0,250,0,143
Subj096,FreeCol,0,000,0,167
Subj097,FreeCol,0,000,0,167
Subj098,FreeCol,0,000,0,500
Subj099,FreeCol,0,000,0,200
Subj100,FreeCol,0,000,1,000
Subj101,jEdit,1,000,1,000
Subj102,jEdit,0,045,0,500
Subj103,jEdit,1,000,1,000
Subj104,jEdit,1,000,1,000
Subj105,jEdit,1,000,1,000
Subj106,jEdit,0,000,0,500
Subj107,jEdit,0,000,0,143
Subj108,jEdit,0,000,1,000
Subj109,jEdit,0,000,1,000
Subj110,jEdit,0,000,0,500
Subj111,jEdit,0,000,0,167
Subj112,jEdit,0,100,0,100
Subj113,jEdit,0,125,0,125
Subj114,jEdit,0,200,0,167
Subj115,jEdit,0,125,0,143
Subj116,jEdit,0,077,0,077
Subj117,jEdit,0,143,0,143
Subj118,jEdit,0,024,0,018
Subj119,jEdit,0,067,0,059
Subj120,jEdit,0,030,0,024
Subj121,jEdit,0,016,0,024
Subj122,jEdit,0,016,0,015
Subj123,jEdit,0,026,0,018
Subj124,jEdit,1,000,1,000
Subj125,jEdit,0,500,0,500
Subj126,jEdit,1,000,1,000
Subj127,jEdit,1,000,1,000
Subj128,jEdit,0,500,0,250
Subj129,jEdit,1,000,1,000
Subj130,jEdit,0,333,0,500
Subj131,jEdit,0,000,0,167
Subj132,jEdit,0,200,0,167
Subj133,jEdit,0,000,0,250
Subj134,jEdit,0,500,0,500
Subj135,jEdit,1,000,1,000
Subj136,jEdit,0,000,0,042
Subj137,jEdit,0,000,0,042
Subj138,jEdit,0,000,0,043
Subj139,jEdit,0,000,0,042
Subj140,jEdit,0,000,0,029
Subj141,jEdit,0,000,1,000
Subj142,jEdit,0,000,1,000
Subj143,jEdit,0,000,0,500
Subj144,jEdit,1,000,1,000
Subj145,jEdit,1,000,1,000
Subj146,jEdit,0,000,0,111
Subj147,jEdit,0,000,0,029
Subj148,jEdit,0,200,1,000
Subj149,jEdit,0,333,1,000
Subj150,jEdit,0,059,1,000
Subj151,jEdit,0,000,0,111
Subj152,jEdit,0,025,0,023
Subj153,jEdit,0,025,0,023
Subj154,jEdit,0,025,0,023
Subj155,jEdit,0,071,0,091
Subj156,jEdit,1,000,1,000
Subj157,jEdit,0,125,0,200
Subj158,jEdit,1,000,1,000
Subj159,jEdit,1,000,1,000
Subj160,jEdit,0,059,0,500
Subj161,jEdit,0,200,0,500
Subj162,jEdit,1,000,1,000
Subj163,jEdit,0,013,0,011
Subj164,jEdit,0,013,0,011
Subj165,jEdit,0,091,0,125
Subj166,jEdit,0,000,0,333
Subj167,jEdit,0,000,0,333
Subj168,jEdit,0,250,0,333
Subj169,jEdit,1,000,1,000
Subj170,jEdit,0,167,0,333
Subj171,jEdit,0,000,0,333
Subj172,jEdit,1,000,1,000
Subj173,jEdit,0,333,0,333
Subj174,jEdit,0,333,0,333
Subj175,jEdit,1,000,1,000
Subj176,jEdit,1,000,1,000
Subj177,jEdit,0,034,1,000
Subj178,jEdit,0,032,0,500
Subj179,jEdit,1,000,1,000
Subj180,jEdit,0,019,1,000
Subj181,jEdit,1,000,1,000
Subj182,jEdit,0,000,0,048
Subj183,jEdit,0,000,0,048
Subj184,jEdit,0,000,0,091
Subj185,jEdit,0,000,0,048
Subj186,jEdit,0,000,0,048
Subj187,jEdit,0,000,1,000
Subj188,jEdit,0,200,0,250
Subj189,jEdit,1,000,1,000
Subj190,jEdit,0,111,0,333
Subj191,jEdit,0,000,1,000
Subj192,jEdit,1,000,0,500
Subj193,jEdit,0,027,1,000
Subj194,jEdit,0,009,0,020
Subj195,jEdit,0,000,1,000
Subj196,jEdit,0,077,0,167
Subj197,jEdit,0,000,0,053
Subj198,jEdit,0,000,1,000
Subj199,Weka,0,125,0,333
Subj200,Weka,0,333,0,333
Subj201,Weka,0,333,0,333
Subj202,Weka,0,333,0,333
Subj203,Weka,0,067,0,333
Subj204,Weka,0,333,0,333
Subj205,Weka,0,000,1,000
Subj206,Weka,0,000,1,000
Subj207,Weka,0,000,1,000
Subj208,Weka,0,000,1,000
Subj209,Weka,0,000,1,000
Subj210,Weka,0,000,1,000
Subj211,Weka,0,000,1,000
Subj212,Weka,0,500,0,500
Subj213,Weka,0,500,0,500
Subj214,Weka,0,500,0,500
Subj215,Weka,0,500,0,500
Subj216,Weka,0,500,0,500
Subj217,Weka,0,000,1,000
Subj218,Weka,0,000,1,000
Subj219,Weka,0,000,1,000
Subj220,Weka,0,000,1,000
Subj221,Weka,0,000,1,000
Subj222,Weka,0,000,1,000
Subj223,Weka,0,000,1,000
Subj224,Weka,0,000,1,000
Subj225,Weka,1,000,1,000
Subj226,Weka,0,333,1,000
Subj227,Weka,1,000,1,000
Subj228,Weka,0,250,1,000
Subj229,Weka,0,500,1,000
Subj230,Weka,0,333,1,000
Subj231,Weka,0,091,1,000
Subj232,Weka,0,111,1,000
Subj233,Weka,1,000,1,000
Subj234,Weka,0,037,1,000
Subj235,Weka,0,067,1,000
Subj236,Weka,0,333,1,000
Subj237,Weka,1,000,1,000
Subj238,Weka,0,333,1,000
Subj239,Weka,1,000,1,000
Subj240,Weka,0,167,1,000
Subj241,Weka,0,500,1,000
Subj242,Weka,0,333,1,000
Subj243,Weka,1,000,1,000
Subj244,Weka,0,023,1,000
Subj245,Weka,1,000,1,000
Subj246,Weka,1,000,1,000
Subj247,Weka,0,020,1,000
Subj248,Weka,1,000,1,000
Subj249,Weka,1,000,0,500
Subj250,Weka,1,000,1,000
Subj251,Weka,0,002,1,000
Subj252,Weka,1,000,1,000
Subj253,Weka,1,000,1,000
Subj254,Weka,0,005,1,000
Subj255,Weka,0,005,1,000
Subj256,Weka,1,000,0,333
Subj257,Weka,1,000,1,000
Subj258,Weka,0,023,1,000
Subj259,Weka,1,000,1,000
Subj260,Weka,1,000,1,000
Subj261,Weka,0,019,1,000
Subj262,Weka,0,333,1,000
Subj263,Weka,1,000,1,000
Subj264,Weka,1,000,1,000
Subj265,Weka,0,071,1,000
Subj266,Weka,1,000,1,000
Subj267,Weka,0,071,1,000
Subj268,Weka,1,000,1,000
Subj269,Weka,0,077,1,000
Subj270,Weka,0,038,1,000
Subj271,Weka,0,020,1,000
Subj272,Weka,1,000,1,000
Subj273,Weka,0,012,1,000
Subj274,Weka,0,020,1,000
Subj275,Weka,0,077,1,000
Subj276,Weka,1,000,1,000
Subj277,Weka,0,077,1,000
Subj278,Weka,1,000,1,000
Subj279,Weka,0,077,1,000
Subj280,Weka,1,000,1,000
Subj281,Weka,0,077,1,000
Subj282,Weka,1,000,1,000
Subj283,Weka,0,033,1,000
Subj284,Weka,1,000,1,000
Subj285,Weka,0,030,1,000
Subj286,Weka,1,000,1,000
Subj287,Weka,0,037,1,000
Subj288,Weka,1,000,1,000
Subj289,Weka,0,026,1,000
Subj290,Weka,1,000,1,000
Subj291,Weka,0,031,1,000
Subj292,Weka,1,000,1,000
Subj293,Weka,0,037,1,000
Subj294,Weka,1,000,1,000
Subj295,Weka,0,008,1,000
Subj296,Weka,1,000,1,000
Subj297,Weka,1,000,1,000
Subj298,Weka,0,333,1,000
Subj299,Weka,0,007,1,000
Subj300,Weka,1,000,0,500
Subj301,Weka,1,000,1,000
Subj302,Weka,0,007,1,000
Subj303,Weka,1,000,1,000
Subj304,Weka,1,000,1,000
Subj305,Weka,0,022,1,000
Subj306,Weka,1,000,1,000
Subj307,Weka,1,000,1,000
Subj308,Weka,0,000,1,000
Subj309,Weka,0,036,1,000
Subj310,Weka,1,000,1,000
Subj311,Weka,0,031,1,000
Subj312,Weka,0,250,1,000
Subj313,Weka,0,037,1,000
Subj314,Weka,0,014,1,000
Subj315,Weka,0,011,1,000
Subj316,Weka,0,000,0,004
Subj317,Weka,0,000,0,004
Subj318,Weka,0,000,0,004
Subj319,Weka,0,010,1,000
Subj320,Weka,0,014,1,000
Subj321,Weka,0,007,0,500
Subj322,Weka,0,167,0,500
Subj323,Weka,0,333,1,000
Subj324,Weka,0,000,0,043
Subj325,Weka,0,000,0,043
Subj326,Weka,0,000,0,043
Subj327,Weka,0,333,1,000
Subj328,Weka,0,333,1,000
Subj329,Weka,0,333,1,000
Subj330,Weka,1,000,0,500
Subj331,Weka,1,000,1,000
Subj332,Weka,1,000,1,000
Subj333,Weka,1,000,1,000
Subj334,Weka,1,000,1,000
Subj335,Weka,0,040,1,000
Subj336,Weka,1,000,1,000
Subj337,Weka,0,050,1,000
Subj338,Weka,1,000,1,000
Subj339,Weka,1,000,1,000
Subj340,Weka,1,000,1,000
Subj341,Weka,1,000,1,000
Subj342,Weka,1,000,1,000
Subj343,Weka,0,071,0,100
Subj344,Weka,0,071,0,111
Subj345,Weka,0,024,0,100
Subj346,Weka,0,071,0,100
Subj347,Weka,0,037,0,100
Subj348,Weka,0,000,1,000
Subj349,Weka,0,000,1,000
Subj350,Weka,0,000,1,000
Subj351,Weka,0,000,1,000
Subj352,Weka,0,333,1,000
Subj353,Weka,1,000,1,000
Subj354,Weka,1,000,1,000
Subj355,Weka,0,050,1,000
Subj356,Weka,1,000,1,000
Subj357,Weka,1,000,1,000
Subj358,Weka,1,000,1,000
Subj359,Weka,0,000,0,000
Subj360,Weka,0,000,0,000
Subj361,Weka,0,000,0,000
Subj362,Weka,0,000,0,000
Subj363,Weka,0,000,0,000
Subj364,Weka,0,000,0,000
Subj365,Weka,0,000,0,000
Subj366,Weka,1,000,1,000
Subj367,Weka,0,003,1,000
Subj368,Weka,1,000,1,000
Subj369,Weka,0,002,0,006
Subj370,Weka,1,000,1,000
Subj371,Weka,1,000,1,000
Subj372,Weka,0,006,1,000
Subj373,Weka,1,000,1,000
Subj374,Weka,0,004,0,011
Subj375,Weka,1,000,1,000
Subj376,Weka,1,000,1,000
Subj377,Weka,0,003,1,000
Subj378,Weka,0,020,1,000
Subj379,Weka,0,003,0,007
Subj380,Weka,1,000,1,000
Subj381,Weka,1,000,1,000
Subj382,Weka,0,004,1,000
Subj383,Weka,0,026,1,000
Subj384,Weka,0,004,0,014
Subj385,Weka,1,000,1,000
Subj386,Weka,1,000,1,000
Subj387,Weka,0,008,1,000
Subj388,Weka,0,100,1,000
Subj389,Weka,0,100,0,091
Subj390,Weka,1,000,1,000
Subj391,Weka,1,000,1,000
Subj392,Weka,0,011,1,000
Subj393,Weka,0,111,1,000
Subj394,Weka,0,111,0,143
Subj395,Weka,1,000,1,000
,,,